金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,225585,114319,362,813,237414,16461,627365,860,0.459123466881538,0.335785547161725,382.968424188263,825,1143
臺灣土地銀行,123608,54397,574,456,201523,27982,328060,290,0.247031848037716,0.114424087600953,2023.32289119804,851,2746
合作金庫商業銀行,395722,237050,1876,7452,582198,214326,1994729,3350,0.473385402992912,0.444368255240359,304.683650992064,13017,13017
第一商業銀行,820834,561420,11428,6011,1313614,947925,3489141,9349,0.196621884064992,0,1611.81618605389,6004,11502
華南商業銀行,749500,521096,8874,6561,646298,818601,3042831,540,0.109802315359697,0.0115144705933777,1095.60694448754,0,0
彰化商業銀行,393646,203693,4263,2283,208539,81568,1000587,369,0.125274321948941,0.0140289040923451,1083.37925544942,2333,2333
上海商業儲蓄銀行,386692,197053,1043,2236,749775,214345,1007670,5307,0.590246176575947,0.217930457645391,1963.79084537979,4359,4359
台北富邦商業銀行,2381816,1613526,22832,17030,6846999,5016188,11398446,66997,0.180382727997802,0,782.895110195578,26181,47674
國泰世華商業銀行,4830914,3400863,55230,22171,14468701,9985472,22958358,181971,0.114220569504987,0.000368301133583671,2229.89025802148,27508,56081
高雄銀行,9067,4395,44,27,5700,223,122019,105,0.0310173697270471,0.0310173697270471,1444.04761904762,4,4
兆豐國際商業銀行,571239,386102,5339,4058,1332758,716593,2337518,6789,0.132892239525549,0.0200316265001331,961.680311715222,2802,6066
花旗(台灣)商業銀行,2929905,2501556,13368,25821,17431944,9831788,18301640,121949,0.607719644025877,0.162833225334578,598.669610058338,27,113791
澳盛(台灣)商業銀行,637181,380200,3963,12043,3434005,1614615,3000116,14700,0.345125762482541,0,4744.66013318256,9479,24007
臺灣中小企業銀行,336339,134468,982,1283,577368,107329,909456,3634,0.190120442208135,0.0609055935361844,436.314650101181,2569,4797
渣打國際商業銀行,421540,274861,6423,3639,2269082,664940,1477927,4343,0.518741525486301,0,454.621813323792,11041,24115
台中商業銀行,157347,59826,1808,536,193177,37565,364232,0,2.05820129043585,1.01566957819427,372.969456503536,0,0
匯豐(台灣)商業銀行,620837,443960,6915,4680,3107059,1991171,3837668,44891,0.276888635578562,0,2017.88662556107,5886,14291
華泰商業銀行,10451,6760,14,52,22185,4227,54652,0,0.925485558569096,0.823939226448321,189.061696310133,0,0
臺灣新光商業銀行,898152,450493,8131,4039,2242435,1296845,3217688,11927,0.145461966666303,0.00848155564091171,249.523047669838,5957,12445
陽信商業銀行,66977,37778,861,376,262978,47177,220267,207,0.707763738802208,0.015144457032875,856.384924239,0,0
三信商業銀行,16556,11162,202,58,35985,14229,111067,44,0.305629568414003,0,4596.21200063664,109,109
聯邦商業銀行,1772811,796158,10102,14682,5058782,2964661,4971421,135623,0.2587391813846,0,129.116316157019,11923,23473
遠東國際商業銀行,1482479,1016220,10671,21646,5420872,4682542,4497660,188446,0.279662749092367,0.0791464930350299,100.356717299015,10898,22616
元大商業銀行,323288,158407,9708,1351,436748,270582,1533584,785,0.232058884096144,0,1035.56914422411,850,2552
永豐商業銀行,2180900,1317301,13189,16520,4941508,4185987,6633517,80652,0.273379181841551,0,1294.24619526617,15117,29600
玉山商業銀行,3725189,2570752,28676,18884,10482070,6836497,17298776,85942,0.222537417706216,0,2495.28063825778,38319,76399
凱基商業銀行,497641,194197,4480,3193,1311113,253889,645422,7224,1.44659098589126,0.804130425433,175.002421427179,3554,9105
星展(台灣)商業銀行,12549,6519,70,65,16463,878,58330,25,0.771184196176796,0,980.467548446632,435,864
台新國際商業銀行,3530779,2415822,31093,14992,10450014,8450723,13620232,113653,0.251308005430653,0.00400711314026945,592.946186034473,21253,38667
大眾商業銀行,591668,294166,7327,6664,906083,3673130,1539524,51245,1.48561457126426e-05,1.48561457126426e-05,479.864314495411,6696,15987
日盛國際商業銀行,192012,108007,383,640,494578,236521,378662,7137,0.259918001257505,0,362.669777885399,1593,4569
安泰商業銀行,204291,70917,800,679,484802,1030543,390103,1146,0.285081487058863,0.016621451424988,452.617186702855,0,0
中國信託商業銀行,5826421,3793427,49341,34009,14908051,13336486,25209540,479463,0.162863814931165,0.000274315851693944,725.394088227008,53846,116362
台灣樂天信用卡股份有限公司,2493,1295,1607,1,12,3787,24052,0,0,0,,0,0
台灣美國運通國際(股)公司,162219,89755,2210,1923,331005,0,3295782,9,0.0750555332208157,0,677.098722388342,2472,8180
台灣永旺信用卡(股)公司,107848,74068,243,1693,330221,87844,188421,3045,1.5731760020569,0.554981154163863,782.860686671692,2854,6092
