金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,257755,127999,1226,973,168649,42146,950135,447,0.11,0.04,1216.4,295,5711
臺灣土地銀行,323193,146961,1666,3904,338242,89982,908395,663,0.16,0.14,1252.13,1809,23913
合作金庫商業銀行,686446,399446,6172,4730,847417,956592,4103770,1534,0.18,0.15,469.28,5403,55797
第一商業銀行,1560245,945372,13362,9468,1523827,2256626,6372982,7667,0.2,0,780.3,6446,72566
華南商業銀行,1065641,827085,4946,10077,1103157,4503545,5111855,1783,0.06,0,522.85,18351,60536
彰化商業銀行,624491,291323,2021,4277,350681,764356,1974295,984,0.11,0,877.27,2340,21017
上海商業儲蓄銀行,478714,213526,1836,2282,631372,1848007,1665235,4896,0.17,0.14,982.29,4075,36037
台北富邦商業銀行,7214481,5491815,67767,21159,9134105,32897882,48807127,111884,0.12,0,1380.53,54636,400649
國泰世華商業銀行,7197714,4627948,44159,35154,19232220,28724100,50460900,237545,0.21,0,1311.34,69713,644746
高雄銀行,9929,4513,17,177,14493,683,178806,66,0.5,0.5,191.49,0,1400
兆豐國際商業銀行,1151100,656976,5923,4562,1767631,2990301,4558137,14093,0.23,0.01,658.26,12000,104337
花旗(台灣)商業銀行,20146,12679,317,207,0,0,431746,49,0.04,0,591.21,0,285413
臺灣中小企業銀行,171876,96384,332,857,276940,189961,934221,1286,0.05,0.03,299.57,1245,13418
渣打國際商業銀行,287975,187961,2967,3959,916189,585001,1741718,4293,0.22,0,821.75,3842,41872
台中商業銀行,165119,81647,1169,732,212570,51784,615793,314,0.14,0,1558.94,1033,15954
滙豐(台灣)商業銀行,708622,468143,6446,4447,1864068,1428977,7201118,19357,0.28,0,1213.83,7966,77516
華泰商業銀行,8962,4848,14,10,6872,2349,48271,0,0.35,0,751.23,0,392
臺灣新光商業銀行,1071408,600640,5694,7007,1654083,2461083,4085684,6018,0.18,0.01,311.08,8693,78150
陽信商業銀行,116723,57097,983,1070,169841,118178,416963,125,0.19,0.01,705.44,3280,10868
三信商業銀行,19671,13057,193,115,29733,16524,139579,12,0.13,0,4786.11,186,1640
聯邦商業銀行,2866981,1775992,41593,17094,6172079,6001096,16678253,44394,0.14,0,246.05,17867,175842
遠東國際商業銀行,1352688,976323,6211,8698,3556231,4585576,4293243,101444,0.32,0.07,102.46,13716,131823
元大商業銀行,1204740,561123,4993,7674,1169753,3709751,4670191,16831,0.08,0,873.95,4760,59452
永豐商業銀行,2208497,1259221,13235,9405,3794251,5067634,11284524,72826,0.13,0,664.45,18997,175556
玉山商業銀行,7230723,4804427,94543,66806,13267691,25588953,43031114,260728,0.22,0.02,358.1,48497,556830
凱基商業銀行,370587,178762,988,9205,1204136,1014100,1219144,7245,1.1,0.79,148.01,8105,82654
星展(台灣)商業銀行,3319120,2230905,9274,32281,8623439,13351048,20413620,116024,1.01,0.02,335.2,62763,356744
台新國際商業銀行,6500585,4557884,49320,49259,10514032,24227289,36643260,125876,0.17,0.01,866.09,36833,300904
安泰商業銀行,126562,56268,514,250,161805,1273999,404434,379,0.23,0.04,176.25,0,8996
中國信託商業銀行,9104306,5787166,97753,37193,16514969,34043990,59474418,547832,0.15,0,342.14,107748,938761
台灣樂天信用卡股份有限公司,502268,201067,3230,2397,639946,692471,927977,5862,2.05,1,186.09,778,9598
台灣美國運通國際(股)公司,188753,124640,2904,2918,296628,0,5921101,1056,0.11,0,134.47,4141,59570
