金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,225717,113058,768,1033,236436,15500,672098,1354,0.381332056975638,0.206115611349082,448.88545524779,2579,3722
臺灣土地銀行,123745,54426,877,893,197482,26129,348634,550,0.267514937450831,0.181823746181251,2047.43334813413,556,3302
合作金庫商業銀行,391199,234614,3465,8593,556673,196706,2131997,3548,0.366955395136483,0.330018494310554,327.785968024407,4470,17487
第一商業銀行,832361,566599,17151,8621,1290261,899221,3782228,13658,0.200944938646564,0,1720.49743024004,6000,17502
華南商業銀行,753080,526403,15778,10113,641654,834567,3333882,810,0.0471894834609591,0,1789.30144486066,6706,6706
彰化商業銀行,399521,202674,7999,3291,258275,83125,1072882,591,0.244434693664483,0.0131416501970152,704.064162310136,1334,3667
上海商業儲蓄銀行,383187,196030,1464,4969,753803,206510,1252971,7090,0.847494929247252,0.482208475354042,1462.75628030624,0,4359
台北富邦商業銀行,2382773,1614846,23781,22824,6670440,4977895,13875806,87232,0.20885822762334,0,718.457338566414,22774,70448
國泰世華商業銀行,4876939,3403593,77705,31680,13636812,9614009,28878380,188140,0.120715145174083,0,2218.74181290631,24336,80417
高雄銀行,9068,4262,42,51,5883,212,134415,66,0.280408409655915,0.055822044514835,433.817739279834,0,4
兆豐國際商業銀行,576756,388372,10074,4557,1251633,686480,2473299,5632,0.132845176706714,0.016381204904031,964.142163707276,3553,9619
花旗(台灣)商業銀行,2926715,2505394,19947,33114,16481970,9137625,19689990,173137,0.522488807012018,0.0938317316248132,720.929370869346,104145,217936
澳盛(台灣)商業銀行,638413,380658,6089,5032,3410308,1574879,3472007,17833,0.362184068282735,0,415.719669725826,10217,34224
臺灣中小企業銀行,336218,133248,1557,1677,560027,105657,884490,5673,0.204515644652513,0.0372976859548657,634.704275181894,2779,7576
渣打國際商業銀行,422775,275080,6690,5473,2226565,626330,1609798,9369,0.501682589414464,0,466.201323226719,15545,39660
台中商業銀行,158569,59825,2100,773,214512,34654,374866,0,1.45797166847227,0.130525664142549,631.764142497241,6093,6093
匯豐(台灣)商業銀行,623742,443146,9832,6927,3065776,1923824,4255689,54288,0.284276651124386,0,2140.25647727208,13730,28021
華泰商業銀行,10382,6763,13,82,19039,3884,57232,0,0.434941615945247,0,205.161760564547,641,641
臺灣新光商業銀行,895162,452912,12008,5735,2197641,1213360,4083971,25989,0.154760697300269,0.00818746275417286,225.45171049726,6271,18716
陽信商業銀行,67831,37814,1546,619,274544,50076,245744,292,0.350741718385938,0,1059.81029611034,3537,3537
三信商業銀行,16702,11241,304,72,32579,14775,106091,53,0.137236315275675,0,5726.42143111146,212,321
聯邦商業銀行,1756151,785839,15158,31818,4967357,2776778,4953482,161484,0.301216695374789,0,126.594740253008,16857,40330
遠東國際商業銀行,1487942,1018102,14178,8739,5227646,4686971,4587617,203222,0.314142273534398,0.097301639805752,100.601488746087,15643,38259
元大商業銀行,332323,165049,10855,2248,435173,299612,1851829,1265,0.229100603436164,0,1033.17073170732,3176,5728
永豐商業銀行,2188742,1317448,23367,15525,4898522,4011878,7562615,112638,0.29833196215653,0,1314.87772285995,11831,41431
玉山商業銀行,3747352,2585672,43246,21083,10432675,6680871,17730551,92066,0.240854252842244,0,2507.89365124321,37261,113660
凱基商業銀行,499423,195081,5736,4402,1282702,235856,835740,9936,1.37873988402808,0.873683213537775,187.379014916175,5528,14633
星展(台灣)商業銀行,12559,6394,91,81,16883,811,64435,22,0.222341600262632,0,2968.5681024447,557,1421
台新國際商業銀行,3556402,2420420,45084,19461,10343499,8199931,14659405,151659,0.253647253197227,0.00376656747147145,614.518968409112,23013,61680
大眾商業銀行,582656,297078,10509,19403,893329,3465275,1791257,76976,0,0,460.656749208396,8125,24112
日盛國際商業銀行,191647,106882,639,1004,492945,225983,412592,9746,0.34604689299518,0,304.18390189691,2039,6608
安泰商業銀行,204338,71207,1386,755,474053,1061627,448739,1509,0.452274842711942,0.0172290098120011,466.52082488614,0,0
中國信託商業銀行,5824038,3795715,55567,48324,14441089,12985631,26220435,637463,0.17033651456194,0.000214428914379843,716.451790505583,58406,174768
台灣樂天信用卡股份有限公司,5677,3610,3192,15,934,28401,84678,0,0,0,5155.27950310559,0,0
台灣美國運通國際(股)公司,162557,89401,3384,3046,319674,0,3902551,3,0.107233252072232,0,498.665627155237,659,8839
台灣永旺信用卡(股)公司,106288,65496,347,2010,317675,81244,184798,2466,1.84964462575153,0.66521022283005,703.998041812787,2247,8339
