金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,241204,118369,918,3517,227224,22585,642444,950,0.26,0.05,629.89,708,6950
臺灣土地銀行,293614,149823,6508,1594,373170,91150,895033,626,0.23,0.19,1160.33,2288,18596
合作金庫商業銀行,487513,303423,5300,3456,730580,929173,2896785,2509,0.2,0.17,319.12,4158,33860
第一商業銀行,1039833,664651,18236,8735,1456609,1321362,4247919,15400,0.16,0,1305.13,5554,41617
華南商業銀行,1048744,795779,13838,12418,1052383,3464542,4063698,2124,0.13,0,495.8,0,32372
彰化商業銀行,458515,215348,12912,2429,362185,385826,1347140,729,0.23,0.01,560.78,1394,13223
上海商業儲蓄銀行,363598,182939,2453,1844,678511,328959,1062766,6969,0.64,0.25,943.45,5011,14826
台北富邦商業銀行,2439392,1754065,19165,14125,5223338,14971194,17646700,84059,0.11,0,1318.74,22522,149006
國泰世華商業銀行,6288368,4516800,65846,32188,16869006,16092482,40989059,282973,0.13,0,2477.35,40317,255047
高雄銀行,10992,4348,92,46,8712,0,172404,36,0.2,0.18,418.63,0,560
兆豐國際商業銀行,691665,454308,11115,5553,1130526,1536593,2998471,5313,0.17,0.07,794.42,2187,21158
花旗(台灣)商業銀行,2908882,2459869,22065,25601,15466470,9100293,18947936,185788,0.58,0.1,463.32,167162,476585
臺灣中小企業銀行,324247,121839,4010,1801,428000,86190,927845,2935,0.18,0.09,363.36,1665,17881
渣打國際商業銀行,341757,231820,5509,3954,1568948,592233,2213194,8211,0.31,0,951.67,9211,59647
台中商業銀行,124276,80665,1418,698,275788,45272,542850,376,0.77,0.05,768.07,0,18239
滙豐(台灣)商業銀行,601513,424029,8442,5964,2317596,1736411,5237681,44143,0.22,0,2900.26,8570,56657
華泰商業銀行,10158,5700,20,50,14133,1830,49038,0,0.97,0.66,304.72,102,798
臺灣新光商業銀行,811179,478940,7192,12963,1849739,1570911,4346737,10311,0.25,0.06,254.12,5639,42345
陽信商業銀行,99327,53126,1064,886,220992,72269,331242,235,0.38,0.01,593.93,0,7078
三信商業銀行,15201,10363,109,81,28129,14513,110503,72,0.33,0,3132.37,86,1294
聯邦商業銀行,2090330,1165148,20994,19555,5634902,3910776,7661796,77181,0.27,0,182.71,18891,125029
遠東國際商業銀行,1514701,990324,10429,6390,4300870,5801466,4300749,184006,0.31,0.1,100.79,15696,114918
元大商業銀行,1188514,755429,10253,10519,1595795,3360191,6286270,19496,0.1,0,1151.03,11308,87514
永豐商業銀行,1783166,999425,14040,13383,4504364,4315123,7501694,109788,0.33,0,622.17,10990,79935
玉山商業銀行,4690031,3276486,39294,20816,12470717,19984732,27892363,316119,0.23,0.03,623.15,44213,306446
凱基商業銀行,424516,191863,4466,4413,1046789,745076,997184,7832,0.67,0.46,147.25,5357,37438
星展(台灣)商業銀行,594577,310140,106226,7934,1689818,1346880,2644628,26875,0.56,0,283.89,21223,109183
台新國際商業銀行,4399491,3088515,69423,18371,10427427,19583876,22949584,259891,0.19,0.01,758.52,25450,181661
日盛國際商業銀行,168206,101266,389,1119,348640,245616,367427,3856,0.28,0,782.05,1491,8453
安泰商業銀行,138967,64030,679,589,294198,1257102,418280,755,0.49,0.19,296.34,0,8497
中國信託商業銀行,6599522,4264748,80838,32668,17053265,20464263,38612689,728720,0.12,0,592.57,66295,460289
台灣樂天信用卡股份有限公司,443509,288055,10364,1171,361433,593020,1687291,3411,0.31,0.06,730.55,774,5206
台灣美國運通國際(股)公司,171148,112704,3397,2676,364234,0,4150353,1968,0.19,0,320.68,6072,31480
台灣永旺信用卡(股)公司,66544,29513,164,772,243234,24087,113422,2040,0.89,0.11,2433.02,1433,9606
